Time,Session,IsActive,OpenPrice,HighPrice,LowPrice,ClosePrice,BarsCount,SessionRangePoints
2024.01.02 01:00:00,Asia,NO,2062.91,2070.73,2062.18,2069.67,19847,855
2024.01.02 08:00:00,London,NO,2074.36,2078.97,2071.70,2075.98,17999,727
2024.01.02 13:00:00,London_NewYork_Overlap,NO,2075.98,2076.27,2062.09,2070.29,14400,1418
2024.01.02 17:00:00,NewYork,NO,2070.29,2070.79,2055.88,2060.88,17945,1491
2024.01.02 22:00:00,Asia,NO,2060.88,2065.62,2057.84,2064.74,22767,778
2024.01.03 08:00:00,London,NO,2064.05,2065.46,2052.55,2054.87,17943,1291
2024.01.03 13:00:00,London_NewYork_Overlap,NO,2054.87,2055.71,2031.70,2037.59,14400,2401
2024.01.03 17:00:00,NewYork,NO,2037.59,2048.75,2030.50,2036.62,18000,1825
2024.01.03 22:00:00,Asia,NO,2036.62,2046.92,2036.35,2043.12,24674,1057
2024.01.04 08:00:00,London,NO,2043.61,2051.04,2043.50,2047.85,17996,754
2024.01.04 13:00:00,London_NewYork_Overlap,NO,2047.85,2048.50,2036.15,2039.22,14400,1235
2024.01.04 17:00:00,NewYork,NO,2039.22,2047.68,2039.02,2044.29,17935,866
2024.01.04 22:00:00,Asia,NO,2044.29,2048.31,2042.77,2044.58,22472,554
2024.01.05 08:00:00,London,NO,2044.44,2047.05,2037.26,2039.89,17950,979
2024.01.05 13:00:00,London_NewYork_Overlap,NO,2039.89,2049.27,2024.35,2046.96,14400,2492
2024.01.05 17:00:00,NewYork,NO,2046.96,2064.01,2040.37,2045.71,18000,2364
2024.01.05 22:00:00,Asia,NO,2045.71,2046.54,2034.96,2035.74,25373,1158
2024.01.08 08:00:00,London,NO,2030.70,2033.29,2026.42,2027.55,18000,687
2024.01.08 13:00:00,London_NewYork_Overlap,NO,2027.55,2027.94,2016.79,2026.33,14400,1115
2024.01.08 17:00:00,NewYork,NO,2026.33,2036.93,2025.42,2029.36,17961,1151
2024.01.08 22:00:00,Asia,NO,2029.36,2035.82,2026.01,2032.90,24291,981
2024.01.09 08:00:00,London,NO,2032.76,2038.60,2031.08,2035.41,17966,752
2024.01.09 13:00:00,London_NewYork_Overlap,NO,2035.41,2041.91,2031.61,2034.81,14400,1030
2024.01.09 17:00:00,NewYork,NO,2034.81,2035.66,2025.97,2028.85,17996,969
2024.01.09 22:00:00,Asia,NO,2028.85,2032.91,2027.13,2029.78,23787,578
2024.01.10 08:00:00,London,NO,2026.70,2040.26,2023.73,2034.70,18000,1653
2024.01.10 13:00:00,London_NewYork_Overlap,NO,2034.70,2035.71,2026.48,2027.28,14400,923
2024.01.10 17:00:00,NewYork,NO,2027.28,2029.80,2020.32,2024.00,18000,948
2024.01.10 22:00:00,Asia,NO,2024.00,2032.28,2021.74,2032.04,24563,1054
2024.01.11 08:00:00,London,NO,2032.94,2035.74,2030.06,2032.04,17995,568
2024.01.11 13:00:00,London_NewYork_Overlap,NO,2032.04,2045.60,2024.78,2029.73,14316,2082
2024.01.11 17:00:00,NewYork,NO,2029.73,2033.07,2013.16,2026.46,18000,1991
2024.01.11 22:00:00,Asia,NO,2026.46,2035.68,2023.39,2034.66,26610,1229
2024.01.12 08:00:00,London,NO,2035.98,2046.17,2034.06,2045.75,17983,1211
2024.01.12 13:00:00,London_NewYork_Overlap,NO,2045.75,2062.30,2044.04,2055.69,14400,1826
2024.01.12 17:00:00,NewYork,NO,2055.69,2060.12,2041.33,2047.30,18000,1879
2024.01.12 22:00:00,Asia,NO,2047.30,2058.08,2045.69,2054.26,26510,1239
2024.01.15 08:00:00,London,NO,2054.97,2058.63,2051.97,2053.04,17924,666
2024.01.15 13:00:00,London_NewYork_Overlap,NO,2053.04,2054.46,2051.27,2052.13,14400,319
2024.01.15 17:00:00,NewYork,NO,2052.13,2056.41,2049.23,2054.62,14243,718
2024.01.16 01:00:00,Asia,NO,2054.62,2055.59,2048.25,2049.36,19706,734
2024.01.16 08:00:00,London,NO,2048.42,2050.99,2038.62,2041.00,17906,1237
2024.01.16 13:00:00,London_NewYork_Overlap,NO,2041.00,2045.16,2031.23,2038.07,14400,1393
2024.01.16 17:00:00,NewYork,NO,2038.07,2042.04,2024.19,2029.16,17996,1785
2024.01.16 22:00:00,Asia,NO,2029.16,2033.00,2023.24,2025.37,25916,976
2024.01.17 08:00:00,London,NO,2020.62,2028.41,2017.49,2026.09,18000,1092
2024.01.17 13:00:00,London_NewYork_Overlap,NO,2026.09,2029.06,2011.38,2012.29,14380,1768
2024.01.17 17:00:00,NewYork,NO,2012.29,2014.11,2001.72,2005.54,18000,1239
2024.01.17 22:00:00,Asia,NO,2005.54,2012.00,2004.64,2008.05,24770,736
2024.01.18 08:00:00,London,NO,2009.08,2014.17,2008.05,2011.57,18000,612
2024.01.18 13:00:00,London_NewYork_Overlap,NO,2011.57,2017.31,2007.52,2012.82,14393,979
2024.01.18 17:00:00,NewYork,NO,2012.82,2021.18,2011.52,2019.78,17987,966
2024.01.18 22:00:00,Asia,NO,2019.78,2025.54,2019.76,2021.00,24939,578
2024.01.19 08:00:00,London,NO,2021.70,2030.94,2020.73,2030.34,17963,1021
2024.01.19 13:00:00,London_NewYork_Overlap,NO,2030.34,2039.44,2026.24,2029.44,14400,1320
2024.01.19 17:00:00,NewYork,NO,2029.44,2032.19,2022.99,2029.09,17999,920
2024.01.19 22:00:00,Asia,NO,2029.09,2032.19,2024.56,2025.41,24966,763
2024.01.22 08:00:00,London,NO,2023.23,2026.23,2019.00,2022.83,17955,723
2024.01.22 13:00:00,London_NewYork_Overlap,NO,2022.83,2030.25,2016.52,2022.81,14400,1373
2024.01.22 17:00:00,NewYork,NO,2022.81,2026.59,2018.97,2021.00,17999,762
2024.01.22 22:00:00,Asia,NO,2021.00,2027.96,2019.08,2027.66,23896,888
2024.01.23 08:00:00,London,NO,2030.73,2037.95,2024.65,2025.19,18000,1330
