=== Market Structure Events (Sorted by Time) ===,,,,,,,
Type,Direction/Action,Price,Time,Timeframe,Status,PreviousPrice,PreviousTime
HH,Update,1561.21,2020.01.17 21:15:00,M15,Accepted,,
BoS,Bullish,1547.98,2020.01.20 07:45:00,M15,Confirmed,1561.21,1970.01.01 00:00:00
HH,Update,1562.76,2020.01.20 08:00:00,M15,Accepted,,
LL,Update,1558.24,2020.01.20 15:00:00,M15,Accepted,,
BoS,Bullish,1558.24,2020.01.21 03:15:00,M15,Confirmed,1562.76,1970.01.01 00:00:00
HH,Update,1568.59,2020.01.21 04:30:00,M15,Accepted,,
HH,Update,1568.59,2020.01.21 10:30:00,M15,Accepted,,
CHoCH,Bearish,1546.30,2020.01.21 16:30:00,M15,Confirmed,1568.59,1970.01.01 00:00:00
HH,Update,1568.59,2020.01.21 16:30:00,M15,Accepted,,
LL,Update,1546.30,2020.01.21 16:30:00,M15,Accepted,,
HH,Update,1568.59,2020.01.21 16:30:00,M15,Accepted,,
HH,Update,1559.96,2020.01.21 20:30:00,M15,Accepted,,
CHoCH,Bullish,1563.71,2020.01.23 01:30:00,M15,Confirmed,1546.30,1970.01.01 00:00:00
LL,Update,1546.30,2020.01.23 01:30:00,M15,Accepted,,
LL,Update,1546.30,2020.01.23 01:30:00,M15,Accepted,,
HH,Update,1563.71,2020.01.23 01:30:00,M15,Accepted,,
LL,Update,1551.85,2020.01.23 14:00:00,M15,Accepted,,
BoS,Bullish,1546.30,2020.01.23 18:15:00,M15,Confirmed,1563.71,1970.01.01 00:00:00
HH,Update,1567.91,2020.01.23 20:00:00,M15,Accepted,,
LL,Update,1556.49,2020.01.24 15:15:00,M15,Accepted,,
BoS,Bullish,1551.85,2020.01.24 17:15:00,M15,Confirmed,1567.91,1970.01.01 00:00:00
HH,Update,1588.28,2020.01.27 01:00:00,M15,Accepted,,
LL,Update,1575.87,2020.01.27 10:15:00,M15,Accepted,,
HH,Update,1586.28,2020.01.28 14:00:00,M15,Accepted,,
CHoCH,Bearish,1563.35,2020.01.29 05:15:00,M15,Confirmed,1588.28,1970.01.01 00:00:00
HH,Update,1586.28,2020.01.29 05:15:00,M15,Accepted,,
LL,Update,1563.35,2020.01.29 05:15:00,M15,Accepted,,
HH,Update,1586.28,2020.01.29 05:15:00,M15,Accepted,,
HH,Update,1583.03,2020.01.30 10:15:00,M15,Accepted,,
LL,Update,1563.35,2020.01.30 18:00:00,M15,Accepted,,
CHoCH,Bullish,1585.99,2020.01.30 19:45:00,M15,Confirmed,1563.35,1970.01.01 00:00:00
LL,Update,1563.35,2020.01.30 19:45:00,M15,Accepted,,
HH,Update,1585.99,2020.01.30 19:45:00,M15,Accepted,,
LL,Update,1570.87,2020.01.31 04:30:00,M15,Accepted,,
BoS,Bullish,1570.87,2020.01.31 17:45:00,M15,Confirmed,1585.99,1970.01.01 00:00:00
HH,Update,1592.00,2020.02.03 01:00:00,M15,Accepted,,
LL,Update,1573.36,2020.02.03 10:45:00,M15,Accepted,,
CHoCH,Bearish,1569.28,2020.02.03 17:00:00,M15,Confirmed,1592.00,1970.01.01 00:00:00
HH,Update,1592.00,2020.02.03 17:00:00,M15,Accepted,,
LL,Update,1569.28,2020.02.03 17:00:00,M15,Accepted,,
HH,Update,1592.00,2020.02.03 17:00:00,M15,Accepted,,
HH,Update,1592.00,2020.02.03 17:15:00,M15,Accepted,,
BoS,Bearish,1569.28,2020.02.04 10:45:00,M15,Confirmed,1592.00,1970.01.01 00:00:00
LL,Update,1548.97,2020.02.04 19:45:00,M15,Accepted,,
HH,Update,1562.41,2020.02.05 09:15:00,M15,Accepted,,
LL,Update,1547.38,2020.02.05 11:45:00,M15,Accepted,,
LL,Update,1547.38,2020.02.06 11:30:00,M15,Accepted,,
CHoCH,Bullish,1568.23,2020.02.06 16:30:00,M15,Confirmed,1547.38,1970.01.01 00:00:00
LL,Update,1547.38,2020.02.06 16:30:00,M15,Accepted,,
HH,Update,1568.23,2020.02.06 16:30:00,M15,Accepted,,
HH,Update,1569.13,2020.02.07 02:45:00,M15,Accepted,,
LL,Update,1562.86,2020.02.07 08:30:00,M15,Accepted,,
BoS,Bullish,1547.38,2020.02.07 12:00:00,M15,Confirmed,1569.13,1970.01.01 00:00:00
HH,Update,1574.05,2020.02.07 17:00:00,M15,Accepted,,
HH,Update,1576.64,2020.02.10 01:30:00,M15,Accepted,,
BoS,Bullish,1562.86,2020.02.10 01:45:00,M15,Confirmed,1574.05,1970.01.01 00:00:00
LL,Update,1567.96,2020.02.10 04:30:00,M15,Accepted,,
HH,Update,1577.01,2020.02.10 19:30:00,M15,Accepted,,
HH,Update,1577.01,2020.02.11 04:30:00,M15,Accepted,,
CHoCH,Bearish,1565.76,2020.02.11 10:00:00,M15,Confirmed,1577.01,1970.01.01 00:00:00
HH,Update,1577.01,2020.02.11 10:00:00,M15,Accepted,,
LL,Update,1565.76,2020.02.11 10:00:00,M15,Accepted,,
HH,Update,1577.01,2020.02.11 10:00:00,M15,Accepted,,
HH,Update,1574.05,2020.02.11 16:30:00,M15,Accepted,,
BoS,Bearish,1565.76,2020.02.11 17:30:00,M15,Confirmed,1577.01,1970.01.01 00:00:00
LL,Update,1561.92,2020.02.11 18:00:00,M15,Accepted,,
LL,Update,1561.92,2020.02.13 07:45:00,M15,Accepted,,
CHoCH,Bullish,1578.33,2020.02.13 17:00:00,M15,Confirmed,1561.92,1970.01.01 00:00:00
LL,Update,1561.92,2020.02.13 17:00:00,M15,Accepted,,
HH,Update,1578.33,2020.02.13 17:00:00,M15,Accepted,,
LL,Update,1573.02,2020.02.14 05:00:00,M15,Accepted,,
BoS,Bullish,1573.02,2020.02.14 15:30:00,M15,Confirmed,1578.33,1970.01.01 00:00:00
HH,Update,1585.01,2020.02.14 23:30:00,M15,Accepted,,
LL,Update,1580.43,2020.02.17 01:15:00,M15,Accepted,,
HH,Update,1585.01,2020.02.17 09:45:00,M15,Accepted,,
CHoCH,Bearish,1578.85,2020.02.17 10:30:00,M15,Confirmed,1585.01,1970.01.01 00:00:00
HH,Update,1585.01,2020.02.17 10:30:00,M15,Accepted,,
LL,Update,1578.85,2020.02.17 10:30:00,M15,Accepted,,
HH,Update,1585.01,2020.02.17 10:30:00,M15,Accepted,,
LL,Update,1578.85,2020.02.18 02:45:00,M15,Accepted,,
CHoCH,Bullish,1605.05,2020.02.18 18:15:00,M15,Confirmed,1578.85,1970.01.01 00:00:00
LL,Update,1578.85,2020.02.18 18:15:00,M15,Accepted,,
HH,Update,1605.05,2020.02.18 18:15:00,M15,Accepted,,
LL,Update,1599.53,2020.02.19 02:00:00,M15,Accepted,,
BoS,Bullish,1599.53,2020.02.19 10:00:00,M15,Confirmed,1605.05,1970.01.01 00:00:00
HH,Update,1611.29,2020.02.19 13:00:00,M15,Accepted,,
LL,Update,1602.38,2020.02.19 16:00:00,M15,Accepted,,
BoS,Bullish,1602.38,2020.02.19 22:45:00,M15,Confirmed,1611.29,1970.01.01 00:00:00
HH,Update,1612.91,2020.02.19 22:45:00,M15,Accepted,,
LL,Update,1603.84,2020.02.20 09:15:00,M15,Accepted,,
BoS,Bullish,1602.38,2020.02.20 13:30:00,M15,Confirmed,1612.91,1970.01.01 00:00:00
HH,Update,1623.73,2020.02.20 18:30:00,M15,Accepted,,
BoS,Bullish,1603.84,2020.02.21 04:15:00,M15,Confirmed,1623.73,1970.01.01 00:00:00
HH,Update,1649.23,2020.02.21 17:00:00,M15,Accepted,,
BoS,Bullish,1603.84,2020.02.24 01:00:00,M15,Confirmed,1649.23,1970.01.01 00:00:00
HH,Update,1680.66,2020.02.24 01:00:00,M15,Accepted,,
BoS,Bullish,1603.84,2020.02.24 10:15:00,M15,Confirmed,1680.66,1970.01.01 00:00:00
HH,Update,1689.25,2020.02.24 11:15:00,M15,Accepted,,
LL,Update,1642.71,2020.02.25 02:00:00,M15,Accepted,,
CHoCH,Bearish,1633.09,2020.02.25 08:15:00,M15,Confirmed,1689.25,1970.01.01 00:00:00
HH,Update,1689.25,2020.02.25 08:15:00,M15,Accepted,,
HH,Update,1689.25,2020.02.25 08:15:00,M15,Accepted,,
LL,Update,1633.09,2020.02.25 08:15:00,M15,Accepted,,
HH,Update,1689.25,2020.02.25 08:15:00,M15,Accepted,,
HH,Update,1658.49,2020.02.25 17:45:00,M15,Accepted,,
BoS,Bearish,1633.09,2020.02.25 22:45:00,M15,Confirmed,1689.25,1970.01.01 00:00:00
LL,Update,1624.98,2020.02.25 22:45:00,M15,Accepted,,
HH,Update,1654.95,2020.02.26 11:00:00,M15,Accepted,,
LL,Update,1624.73,2020.02.26 16:30:00,M15,Accepted,,
CHoCH,Bullish,1660.37,2020.02.27 17:30:00,M15,Confirmed,1624.73,1970.01.01 00:00:00
LL,Update,1624.73,2020.02.27 17:30:00,M15,Accepted,,
LL,Update,1624.73,2020.02.27 17:30:00,M15,Accepted,,
HH,Update,1660.37,2020.02.27 17:30:00,M15,Accepted,,
HH,Update,1660.37,2020.02.28 09:15:00,M15,Accepted,,
CHoCH,Bearish,1562.93,2020.02.28 20:15:00,M15,Confirmed,1660.37,1970.01.01 00:00:00
HH,Update,1660.37,2020.02.28 20:15:00,M15,Accepted,,
LL,Update,1562.93,2020.02.28 20:15:00,M15,Accepted,,
HH,Update,1660.37,2020.02.28 20:15:00,M15,Accepted,,
HH,Update,1606.55,2020.03.02 03:15:00,M15,Accepted,,
LL,Update,1562.93,2020.03.02 11:45:00,M15,Accepted,,
CHoCH,Bullish,1610.94,2020.03.02 12:00:00,M15,Confirmed,1562.93,1970.01.01 00:00:00
LL,Update,1562.93,2020.03.02 12:00:00,M15,Accepted,,
HH,Update,1610.94,2020.03.02 12:00:00,M15,Accepted,,
LL,Update,1583.87,2020.03.02 22:45:00,M15,Accepted,,
BoS,Bullish,1583.87,2020.03.03 17:00:00,M15,Confirmed,1610.94,1970.01.01 00:00:00
HH,Update,1653.13,2020.03.04 01:15:00,M15,Accepted,,
LL,Update,1631.81,2020.03.04 09:15:00,M15,Accepted,,
BoS,Bullish,1631.81,2020.03.05 15:15:00,M15,Confirmed,1653.13,1970.01.01 00:00:00
HH,Update,1689.94,2020.03.06 12:15:00,M15,Accepted,,
LL,Update,1641.97,2020.03.06 17:15:00,M15,Accepted,,
BoS,Bullish,1641.97,2020.03.09 01:00:00,M15,Confirmed,1689.94,1970.01.01 00:00:00
HH,Update,1703.44,2020.03.09 01:30:00,M15,Accepted,,
LL,Update,1657.41,2020.03.09 06:30:00,M15,Accepted,,
HH,Update,1685.80,2020.03.10 07:15:00,M15,Accepted,,
CHoCH,Bearish,1649.25,2020.03.10 08:00:00,M15,Confirmed,1703.44,1970.01.01 00:00:00
HH,Update,1685.80,2020.03.10 08:00:00,M15,Accepted,,
LL,Update,1649.25,2020.03.10 08:00:00,M15,Accepted,,
HH,Update,1685.80,2020.03.10 08:00:00,M15,Accepted,,
HH,Update,1667.53,2020.03.10 14:00:00,M15,Accepted,,
BoS,Bearish,1649.25,2020.03.10 21:00:00,M15,Confirmed,1667.53,1970.01.01 00:00:00
LL,Update,1641.49,2020.03.10 21:45:00,M15,Accepted,,
CHoCH,Bullish,1671.24,2020.03.11 14:15:00,M15,Confirmed,1641.49,1970.01.01 00:00:00
LL,Update,1641.49,2020.03.11 14:15:00,M15,Accepted,,
LL,Update,1641.49,2020.03.11 14:15:00,M15,Accepted,,
HH,Update,1671.24,2020.03.11 14:15:00,M15,Accepted,,
HH,Update,1671.24,2020.03.11 20:15:00,M15,Accepted,,
HH,Update,1650.07,2020.03.12 03:00:00,M15,Accepted,,
CHoCH,Bearish,1630.78,2020.03.12 04:00:00,M15,Confirmed,1671.24,1970.01.01 00:00:00
HH,Update,1650.07,2020.03.12 04:00:00,M15,Accepted,,
LL,Update,1630.78,2020.03.12 04:00:00,M15,Accepted,,
HH,Update,1650.07,2020.03.12 04:00:00,M15,Accepted,,
HH,Update,1645.49,2020.03.12 10:15:00,M15,Accepted,,
BoS,Bearish,1630.78,2020.03.12 14:00:00,M15,Confirmed,1650.07,1970.01.01 00:00:00
LL,Update,1560.59,2020.03.12 17:45:00,M15,Accepted,,
LL,Update,1560.59,2020.03.12 17:45:00,M15,Accepted,,
BoS,Bearish,1560.59,2020.03.13 03:30:00,M15,Confirmed,1645.49,1970.01.01 00:00:00
LL,Update,1551.31,2020.03.13 04:00:00,M15,Accepted,,
LL,Update,1551.31,2020.03.13 04:00:00,M15,Accepted,,
HH,Update,1597.91,2020.03.13 14:45:00,M15,Accepted,,
BoS,Bearish,1551.31,2020.03.13 17:30:00,M15,Confirmed,1645.49,1970.01.01 00:00:00
LL,Update,1504.62,2020.03.13 18:30:00,M15,Accepted,,
LL,Update,1504.62,2020.03.13 18:30:00,M15,Accepted,,
BoS,Bearish,1504.62,2020.03.16 12:30:00,M15,Confirmed,1597.91,1970.01.01 00:00:00
LL,Update,1451.13,2020.03.16 15:00:00,M15,Accepted,,
LL,Update,1451.13,2020.03.16 15:00:00,M15,Accepted,,
HH,Update,1519.21,2020.03.17 02:45:00,M15,Accepted,,
CHoCH,Bullish,1553.85,2020.03.17 17:00:00,M15,Confirmed,1451.13,1970.01.01 00:00:00
LL,Update,1451.13,2020.03.17 17:00:00,M15,Accepted,,
LL,Update,1451.13,2020.03.17 17:00:00,M15,Accepted,,
HH,Update,1553.85,2020.03.17 17:00:00,M15,Accepted,,
LL,Update,1472.61,2020.03.18 19:30:00,M15,Accepted,,
HH,Update,1553.85,2020.03.19 04:45:00,M15,Accepted,,
CHoCH,Bearish,1461.89,2020.03.19 05:15:00,M15,Confirmed,1553.85,1970.01.01 00:00:00
HH,Update,1553.85,2020.03.19 05:15:00,M15,Accepted,,
LL,Update,1461.89,2020.03.19 05:15:00,M15,Accepted,,
HH,Update,1553.85,2020.03.19 05:15:00,M15,Accepted,,
HH,Update,1496.11,2020.03.19 08:45:00,M15,Accepted,,
LL,Update,1461.89,2020.03.20 08:45:00,M15,Accepted,,
CHoCH,Bullish,1515.93,2020.03.20 10:00:00,M15,Confirmed,1461.89,1970.01.01 00:00:00
LL,Update,1461.89,2020.03.20 10:00:00,M15,Accepted,,
HH,Update,1515.93,2020.03.20 10:00:00,M15,Accepted,,
LL,Update,1479.22,2020.03.20 20:15:00,M15,Accepted,,
BoS,Bullish,1479.22,2020.03.23 14:00:00,M15,Confirmed,1515.93,1970.01.01 00:00:00
HH,Update,1638.85,2020.03.25 01:45:00,M15,Accepted,,
LL,Update,1594.95,2020.03.25 13:30:00,M15,Accepted,,
HH,Update,1644.37,2020.03.26 19:30:00,M15,Accepted,,
LL,Update,1614.80,2020.03.26 21:15:00,M15,Accepted,,
CHoCH,Bearish,1610.39,2020.03.30 08:00:00,M15,Confirmed,1644.37,1970.01.01 00:00:00
HH,Update,1632.25,2020.03.30 08:00:00,M15,Accepted,,
HH,Update,1632.25,2020.03.30 08:00:00,M15,Accepted,,
LL,Update,1610.39,2020.03.30 08:00:00,M15,Accepted,,
HH,Update,1632.25,2020.03.30 08:00:00,M15,Accepted,,
HH,Update,1627.32,2020.03.30 14:30:00,M15,Accepted,,
HH,Update,1618.84,2020.03.31 09:45:00,M15,Accepted,,
BoS,Bearish,1610.39,2020.03.31 12:15:00,M15,Confirmed,1627.32,1970.01.01 00:00:00
LL,Update,1594.95,2020.03.31 13:45:00,M15,Accepted,,
BoS,Bearish,1594.95,2020.03.31 20:00:00,M15,Confirmed,1618.84,1970.01.01 00:00:00
LL,Update,1569.33,2020.04.01 01:15:00,M15,Accepted,,
HH,Update,1599.96,2020.04.01 10:30:00,M15,Accepted,,
LL,Update,1569.33,2020.04.02 15:15:00,M15,Accepted,,
CHoCH,Bullish,1620.17,2020.04.02 22:15:00,M15,Confirmed,1569.33,1970.01.01 00:00:00
LL,Update,1569.33,2020.04.02 22:15:00,M15,Accepted,,
HH,Update,1620.17,2020.04.02 22:15:00,M15,Accepted,,
HH,Update,1621.73,2020.04.03 15:30:00,M15,Accepted,,
LL,Update,1605.85,2020.04.03 15:45:00,M15,Accepted,,
BoS,Bullish,1605.85,2020.04.03 21:45:00,M15,Confirmed,1621.73,1970.01.01 00:00:00
HH,Update,1626.04,2020.04.03 22:15:00,M15,Accepted,,
LL,Update,1608.35,2020.04.06 01:00:00,M15,Accepted,,
BoS,Bullish,1608.35,2020.04.06 09:30:00,M15,Confirmed,1626.04,1970.01.01 00:00:00
HH,Update,1674.02,2020.04.07 02:15:00,M15,Accepted,,
LL,Update,1642.16,2020.04.07 16:30:00,M15,Accepted,,
BoS,Bullish,1642.16,2020.04.09 16:00:00,M15,Confirmed,1674.02,1970.01.01 00:00:00
HH,Update,1691.71,2020.04.13 02:00:00,M15,Accepted,,
BoS,Bullish,1642.16,2020.04.13 15:00:00,M15,Confirmed,1691.71,1970.01.01 00:00:00
LL,Update,1708.56,2020.04.14 09:30:00,M15,Accepted,,
HH,Update,1747.40,2020.04.14 17:15:00,M15,Accepted,,
LL,Update,1719.68,2020.04.14 22:00:00,M15,Accepted,,
HH,Update,1747.40,2020.04.15 09:30:00,M15,Accepted,,
CHoCH,Bearish,1707.52,2020.04.15 10:45:00,M15,Confirmed,1747.40,1970.01.01 00:00:00
HH,Update,1747.40,2020.04.15 10:45:00,M15,Accepted,,
LL,Update,1707.52,2020.04.15 10:45:00,M15,Accepted,,
HH,Update,1747.40,2020.04.15 10:45:00,M15,Accepted,,
HH,Update,1726.47,2020.04.15 16:45:00,M15,Accepted,,
LL,Update,1707.52,2020.04.16 14:00:00,M15,Accepted,,
CHoCH,Bullish,1738.66,2020.04.16 15:15:00,M15,Confirmed,1707.52,1970.01.01 00:00:00
LL,Update,1707.52,2020.04.16 15:15:00,M15,Accepted,,
HH,Update,1738.66,2020.04.16 15:15:00,M15,Accepted,,
HH,Update,1738.66,2020.04.17 01:00:00,M15,Accepted,,
CHoCH,Bearish,1683.21,2020.04.17 13:30:00,M15,Confirmed,1738.66,1970.01.01 00:00:00
HH,Update,1738.66,2020.04.17 13:30:00,M15,Accepted,,
LL,Update,1683.21,2020.04.17 13:30:00,M15,Accepted,,
HH,Update,1738.66,2020.04.17 13:30:00,M15,Accepted,,
HH,Update,1701.65,2020.04.17 16:45:00,M15,Accepted,,
BoS,Bearish,1683.21,2020.04.17 21:00:00,M15,Confirmed,1738.66,1970.01.01 00:00:00
LL,Update,1671.55,2020.04.20 03:15:00,M15,Accepted,,
HH,Update,1702.70,2020.04.20 19:00:00,M15,Accepted,,
HH,Update,1697.86,2020.04.21 10:00:00,M15,Accepted,,
LL,Update,1660.03,2020.04.21 14:15:00,M15,Accepted,,
BoS,Bearish,1671.55,2020.04.21 14:30:00,M15,Confirmed,1702.70,1970.01.01 00:00:00
LL,Update,1660.03,2020.04.22 12:15:00,M15,Accepted,,
CHoCH,Bullish,1738.78,2020.04.23 18:15:00,M15,Confirmed,1660.03,1970.01.01 00:00:00
LL,Update,1660.03,2020.04.23 18:15:00,M15,Accepted,,
HH,Update,1738.78,2020.04.23 18:15:00,M15,Accepted,,
LL,Update,1720.81,2020.04.24 08:00:00,M15,Accepted,,
HH,Update,1738.78,2020.04.24 17:00:00,M15,Accepted,,
CHoCH,Bearish,1710.36,2020.04.24 18:45:00,M15,Confirmed,1738.78,1970.01.01 00:00:00
HH,Update,1738.78,2020.04.24 18:45:00,M15,Accepted,,
LL,Update,1710.36,2020.04.24 18:45:00,M15,Accepted,,
HH,Update,1738.78,2020.04.24 18:45:00,M15,Accepted,,
HH,Update,1723.79,2020.04.27 11:45:00,M15,Accepted,,
BoS,Bearish,1710.36,2020.04.27 17:00:00,M15,Confirmed,1738.78,1970.01.01 00:00:00
LL,Update,1705.87,2020.04.27 17:00:00,M15,Accepted,,
BoS,Bearish,1705.87,2020.04.28 04:00:00,M15,Confirmed,1723.79,1970.01.01 00:00:00
LL,Update,1692.22,2020.04.28 08:00:00,M15,Accepted,,
HH,Update,1714.61,2020.04.28 12:15:00,M15,Accepted,,
LL,Update,1691.54,2020.04.28 17:00:00,M15,Accepted,,
HH,Update,1717.67,2020.04.29 22:30:00,M15,Accepted,,
LL,Update,1691.54,2020.04.30 09:30:00,M15,Accepted,,
CHoCH,Bullish,1721.72,2020.04.30 10:30:00,M15,Confirmed,1691.54,1970.01.01 00:00:00
LL,Update,1691.54,2020.04.30 10:30:00,M15,Accepted,,
HH,Update,1721.72,2020.04.30 10:30:00,M15,Accepted,,
HH,Update,1721.72,2020.04.30 19:15:00,M15,Accepted,,
CHoCH,Bearish,1681.24,2020.04.30 23:45:00,M15,Confirmed,1721.72,1970.01.01 00:00:00
HH,Update,1721.72,2020.04.30 23:45:00,M15,Accepted,,
LL,Update,1681.24,2020.04.30 23:45:00,M15,Accepted,,
HH,Update,1721.72,2020.04.30 23:45:00,M15,Accepted,,
BoS,Bearish,1681.24,2020.05.01 08:30:00,M15,Confirmed,1721.72,1970.01.01 00:00:00
LL,Update,1670.40,2020.05.01 09:00:00,M15,Accepted,,
HH,Update,1705.47,2020.05.01 22:00:00,M15,Accepted,,
LL,Update,1670.40,2020.05.04 12:15:00,M15,Accepted,,
CHoCH,Bullish,1713.44,2020.05.04 13:15:00,M15,Confirmed,1670.40,1970.01.01 00:00:00
LL,Update,1670.40,2020.05.04 13:15:00,M15,Accepted,,
HH,Update,1713.44,2020.05.04 13:15:00,M15,Accepted,,
LL,Update,1695.60,2020.05.04 15:30:00,M15,Accepted,,
CHoCH,Bearish,1689.63,2020.05.05 10:00:00,M15,Confirmed,1713.44,1970.01.01 00:00:00
HH,Update,1713.44,2020.05.05 10:00:00,M15,Accepted,,
HH,Update,1713.44,2020.05.05 10:00:00,M15,Accepted,,
LL,Update,1689.63,2020.05.05 10:00:00,M15,Accepted,,
HH,Update,1713.44,2020.05.05 10:00:00,M15,Accepted,,
HH,Update,1708.15,2020.05.05 11:00:00,M15,Accepted,,
CHoCH,Bullish,1712.04,2020.05.05 22:45:00,M15,Confirmed,1689.63,1970.01.01 00:00:00
LL,Update,1689.63,2020.05.05 22:45:00,M15,Accepted,,
HH,Update,1712.04,2020.05.05 22:45:00,M15,Accepted,,
LL,Update,1689.63,2020.05.05 23:00:00,M15,Accepted,,
